sample_id,sample_group,label_type,label,chatgpt_label,doubao_label,human_label,mixed_reference,reference_source,regex_prediction,reference_internal_label,included_in_evaluation
P0411,一般代表樣本,領域,工程領域,是,否,,,未解決,否,否,否
P0411,一般代表樣本,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0411,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0411,一般代表樣本,任務,編製PPT,是,否,,,未解決,是,否,否
P0411,一般代表樣本,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0411,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0411,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0411,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0411,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0411,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0411,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0412,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0412,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0412,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0412,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0412,一般代表樣本,任務,編製PPT,是,否,,,未解決,是,否,否
P0412,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0412,一般代表樣本,任務,撰寫程式,否,是,,,未解決,否,否,否
P0412,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0412,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0412,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0412,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0412,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0413,多標籤Prompt,領域,醫學領域,否,是,,,未解決,否,否,否
P0413,多標籤Prompt,領域,工程領域,是,否,,,未解決,是,否,否
P0413,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0413,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0413,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0413,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0413,多標籤Prompt,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0413,多標籤Prompt,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0413,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0413,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0413,多標籤Prompt,領域,數學領域,是,否,,,未解決,,否,否
P0413,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0414,多標籤Prompt,領域,醫學領域,是,否,,,未解決,否,否,否
P0414,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0414,多標籤Prompt,領域,商業領域,是,否,,,未解決,是,否,否
P0414,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0414,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0414,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0414,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,否,否
P0414,多標籤Prompt,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0414,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0414,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0414,多標籤Prompt,領域,數學領域,是,否,,,未解決,,否,否
P0414,多標籤Prompt,任務,教材編寫,是,否,,,未解決,,否,否
P0415,Codex內部提示,領域,醫學領域,否,否,,否,雙AI共識,否,,否
P0415,Codex內部提示,領域,工程領域,是,否,,,未解決,否,,否
P0415,Codex內部提示,領域,商業領域,否,否,,否,雙AI共識,否,,否
P0415,Codex內部提示,領域,其他／未明領域,是,是,,是,雙AI共識,否,,否
P0415,Codex內部提示,任務,編製PPT,否,否,,否,雙AI共識,否,,否
P0415,Codex內部提示,任務,撰寫文檔,是,是,,是,雙AI共識,否,,否
P0415,Codex內部提示,任務,撰寫程式,是,否,,,未解決,否,,否
P0415,Codex內部提示,任務,問題回答,是,否,,,未解決,否,,否
P0415,Codex內部提示,任務,其他任務,否,否,,否,雙AI共識,否,,否
P0415,Codex內部提示,內部提示,Codex內部提示,是,否,,,未解決,是,,否
P0415,Codex內部提示,領域,數學領域,否,否,,否,雙AI共識,,,否
P0415,Codex內部提示,任務,教材編寫,否,否,,否,雙AI共識,,,否
P0416,一般代表樣本,領域,醫學領域,是,否,,,未解決,是,否,否
P0416,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0416,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0416,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0416,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0416,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0416,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0416,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0416,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0416,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0416,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0416,一般代表樣本,任務,教材編寫,是,否,,,未解決,,否,否
P0417,未明／規則弱點,領域,醫學領域,是,否,,,未解決,是,否,否
P0417,未明／規則弱點,領域,工程領域,是,否,,,未解決,否,否,否
P0417,未明／規則弱點,領域,商業領域,是,否,,,未解決,否,否,否
P0417,未明／規則弱點,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0417,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0417,未明／規則弱點,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0417,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0417,未明／規則弱點,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0417,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0417,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0417,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0417,未明／規則弱點,任務,教材編寫,是,否,,,未解決,,否,否
P0418,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0418,一般代表樣本,領域,工程領域,是,否,,,未解決,否,否,否
P0418,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0418,一般代表樣本,領域,其他／未明領域,是,是,,是,雙AI共識,是,否,是
P0418,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0418,一般代表樣本,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0418,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0418,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0418,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0418,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0418,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0418,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0419,未明／規則弱點,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0419,未明／規則弱點,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0419,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0419,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0419,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0419,未明／規則弱點,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0419,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0419,未明／規則弱點,任務,問題回答,是,是,,是,雙AI共識,否,否,是
P0419,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0419,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0419,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0419,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0420,需要對話上下文,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0420,需要對話上下文,領域,工程領域,是,否,,,未解決,否,否,否
P0420,需要對話上下文,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0420,需要對話上下文,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0420,需要對話上下文,任務,編製PPT,是,否,,,未解決,是,否,否
P0420,需要對話上下文,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0420,需要對話上下文,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0420,需要對話上下文,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0420,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0420,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0420,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0420,需要對話上下文,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0421,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,是,否
P0421,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,是,否
P0421,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,是,否
P0421,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,是,否
P0421,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,是,否
P0421,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,是,否
P0421,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,是,否
P0421,一般代表樣本,任務,問題回答,是,否,,,未解決,是,是,否
P0421,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,是,否
P0421,一般代表樣本,內部提示,Codex內部提示,是,是,,是,雙AI共識,否,是,是
P0421,一般代表樣本,領域,數學領域,是,否,,,未解決,,是,否
P0421,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,是,否
P0422,一般代表樣本,領域,醫學領域,是,否,,,未解決,否,否,否
P0422,一般代表樣本,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0422,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0422,一般代表樣本,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0422,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0422,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0422,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0422,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0422,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0422,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0422,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0422,一般代表樣本,任務,教材編寫,是,是,,是,雙AI共識,,否,否
P0423,多標籤Prompt,領域,醫學領域,是,否,,,未解決,是,是,否
P0423,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,否,是,否
P0423,多標籤Prompt,領域,商業領域,是,否,,,未解決,是,是,否
P0423,多標籤Prompt,領域,其他／未明領域,否,是,,,未解決,否,是,否
P0423,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,是,否
P0423,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,是,否
P0423,多標籤Prompt,任務,撰寫程式,是,是,,是,雙AI共識,是,是,否
P0423,多標籤Prompt,任務,問題回答,是,是,,是,雙AI共識,是,是,否
P0423,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,是,否
P0423,多標籤Prompt,內部提示,Codex內部提示,是,是,,是,雙AI共識,否,是,是
P0423,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,是,否
P0423,多標籤Prompt,任務,教材編寫,是,否,,,未解決,,是,否
P0424,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0424,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0424,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0424,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0424,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0424,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0424,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0424,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0424,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0424,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0424,一般代表樣本,領域,數學領域,是,是,,是,雙AI共識,,否,否
P0424,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0425,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0425,一般代表樣本,領域,工程領域,否,是,,,未解決,否,否,否
P0425,一般代表樣本,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0425,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0425,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0425,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0425,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0425,一般代表樣本,任務,問題回答,否,是,,,未解決,否,否,否
P0425,一般代表樣本,任務,其他任務,是,否,,,未解決,是,否,否
P0425,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0425,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0425,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0426,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0426,一般代表樣本,領域,工程領域,否,是,,,未解決,否,否,否
P0426,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0426,一般代表樣本,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0426,一般代表樣本,任務,編製PPT,是,否,,,未解決,是,否,否
P0426,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0426,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0426,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0426,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0426,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0426,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0426,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0427,一般代表樣本,領域,醫學領域,是,否,,,未解決,是,否,否
P0427,一般代表樣本,領域,工程領域,是,否,,,未解決,是,否,否
P0427,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0427,一般代表樣本,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0427,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0427,一般代表樣本,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0427,一般代表樣本,任務,撰寫程式,是,否,,,未解決,否,否,否
P0427,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0427,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0427,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0427,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0427,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0428,需要對話上下文,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0428,需要對話上下文,領域,工程領域,是,否,,,未解決,是,否,否
P0428,需要對話上下文,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0428,需要對話上下文,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0428,需要對話上下文,任務,編製PPT,是,否,,,未解決,是,否,否
P0428,需要對話上下文,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0428,需要對話上下文,任務,撰寫程式,是,否,,,未解決,是,否,否
P0428,需要對話上下文,任務,問題回答,是,否,,,未解決,是,否,否
P0428,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0428,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0428,需要對話上下文,領域,數學領域,是,否,,,未解決,,否,否
P0428,需要對話上下文,任務,教材編寫,是,否,,,未解決,,否,否
P0429,未明／規則弱點,領域,醫學領域,是,否,,,未解決,是,否,否
P0429,未明／規則弱點,領域,工程領域,是,否,,,未解決,是,否,否
P0429,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0429,未明／規則弱點,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0429,未明／規則弱點,任務,編製PPT,是,否,,,未解決,是,否,否
P0429,未明／規則弱點,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0429,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0429,未明／規則弱點,任務,問題回答,是,否,,,未解決,是,否,否
P0429,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0429,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0429,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0429,未明／規則弱點,任務,教材編寫,是,否,,,未解決,,否,否
P0430,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0430,一般代表樣本,領域,工程領域,是,否,,,未解決,否,否,否
P0430,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0430,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0430,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0430,一般代表樣本,任務,撰寫文檔,是,是,,是,雙AI共識,否,否,是
P0430,一般代表樣本,任務,撰寫程式,是,否,,,未解決,否,否,否
P0430,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0430,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0430,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0430,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0430,一般代表樣本,任務,教材編寫,是,否,,,未解決,,否,否
P0431,多標籤Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0431,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0431,多標籤Prompt,領域,商業領域,是,否,,,未解決,是,否,否
P0431,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0431,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0431,多標籤Prompt,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0431,多標籤Prompt,任務,撰寫程式,是,是,,是,雙AI共識,是,否,是
P0431,多標籤Prompt,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0431,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0431,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0431,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0431,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0432,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0432,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0432,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0432,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0432,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0432,一般代表樣本,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0432,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0432,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0432,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0432,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0432,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0432,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0433,一般代表樣本,領域,醫學領域,否,是,,,未解決,否,否,否
P0433,一般代表樣本,領域,工程領域,是,否,,,未解決,是,否,否
P0433,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0433,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0433,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0433,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0433,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0433,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,否,否,是
P0433,一般代表樣本,任務,其他任務,是,否,,,未解決,是,否,否
P0433,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0433,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0433,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0434,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0434,一般代表樣本,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0434,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0434,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0434,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0434,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0434,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0434,一般代表樣本,任務,問題回答,否,是,,,未解決,否,否,否
P0434,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0434,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0434,一般代表樣本,領域,數學領域,是,否,,,未解決,,否,否
P0434,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0435,未明／規則弱點,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0435,未明／規則弱點,領域,工程領域,是,否,,,未解決,否,否,否
P0435,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0435,未明／規則弱點,領域,其他／未明領域,是,是,,是,雙AI共識,是,否,是
P0435,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0435,未明／規則弱點,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0435,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0435,未明／規則弱點,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0435,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0435,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0435,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0435,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0436,多標籤Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,是,否
P0436,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,是,否
P0436,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,是,否
P0436,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,是,否
P0436,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,是,否
P0436,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,是,否
P0436,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,是,否
P0436,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,是,否
P0436,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,是,否
P0436,多標籤Prompt,內部提示,Codex內部提示,是,是,,是,雙AI共識,否,是,是
P0436,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,是,否
P0436,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,是,否
P0437,高費用Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0437,高費用Prompt,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0437,高費用Prompt,領域,商業領域,是,否,,,未解決,是,否,否
P0437,高費用Prompt,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0437,高費用Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0437,高費用Prompt,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0437,高費用Prompt,任務,撰寫程式,是,否,,,未解決,否,否,否
P0437,高費用Prompt,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0437,高費用Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0437,高費用Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0437,高費用Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0437,高費用Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0438,需要對話上下文,領域,醫學領域,是,否,,,未解決,是,否,否
P0438,需要對話上下文,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0438,需要對話上下文,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0438,需要對話上下文,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0438,需要對話上下文,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0438,需要對話上下文,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0438,需要對話上下文,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0438,需要對話上下文,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0438,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0438,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0438,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0438,需要對話上下文,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0439,未明／規則弱點,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0439,未明／規則弱點,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0439,未明／規則弱點,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0439,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0439,未明／規則弱點,任務,編製PPT,是,否,,,未解決,是,否,否
P0439,未明／規則弱點,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0439,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0439,未明／規則弱點,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0439,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0439,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0439,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
